,english_word,hindi_word,polarity
741,self-sufficiency,self-sufficiency,positive
742,self-sufficient,self-sufficient,positive
743,sensation,सनसनी,positive
744,sensational,सनसनीखेज,positive
745,sensible,समझदार,positive
746,sensitive,संवेदनशील,positive
747,sexy,सेक्सी,positive
748,sharp,कोना,positive
749,sharper,के,positive
750,shine,चमक,positive
751,shiny,चमकीले,positive
752,significant,महत्वपूर्ण,positive
753,silent,मौन,positive
754,simpler,सरल,positive
755,simplest,सरल,positive
756,simplified,सरलीकृत,positive
757,simplifies,को,positive
758,sincere,हार्दिक,positive
759,sincerely,दिल,positive
760,skill,कौशल,positive
761,skilled,कुशल,positive
762,sleek,संकरे,positive
763,slick,स्लिक,positive
764,smart,स्मार्ट,positive
765,smarter,ज्यादा,positive
766,smartly,सुंदर,positive
767,smile,मुस्कुराओ,positive
768,smiles,मुस्कराती,positive
769,smiling,मुस्कुराते,positive
770,smooth,चिकना,positive
771,smoothly,सुचारु,positive
772,soft,नरम,positive
773,solace,सोलेस,positive
774,solid,ठोस,positive
775,soothe,को,positive
776,sophisticated,सोफिस्टिकेटिड,positive
777,spacious,बहुत,positive
778,sparkle,द्वारा,positive
779,sparkling,स्पार्कलिंग,positive
780,spectacular,शानदार,positive
781,speedy,तेज,positive
782,spiritual,आध्यात्मिक,positive
783,spontaneous,सहज,positive
784,sporty,स्पोरटी,positive
785,stability,स्थिरता,positive
786,stabilize,स्थिर,positive
787,stable,स्थिर,positive
788,stainless,स्टेनलेस,positive
789,state-of-the-art,state-of-the-art,positive
790,stately,आलीशान,positive
791,steadfast,स्टेडफास्ट,positive
792,steady,स्थिर,positive
793,stellar,तारकीय,positive
794,striking,आकर्षक,positive
795,striving,प्रयास,positive
796,strong,मजबूत,positive
797,stronger,मजबूत,positive
798,strongest,सबसे,positive
799,stunned,दंग,positive
800,stunning,आश्चर्यजनक,positive
801,stunningly,के,positive
802,sturdy,मज़बूत,positive
803,stylish,स्टाइलिश,positive
804,suave,वाले,positive
805,sublime,का,positive
806,succeed,सफल,positive
807,succeeded,सफल,positive
808,succes,सफलता,positive
809,success,सफलता,positive
810,successful,सफल,positive
811,successfully,सफलतापूर्वक,positive
812,sufficient,पर्याप्त,positive
813,sufficiently,पर्याप्त,positive
814,suitable,उपयुक्त,positive
815,super,सुपर,positive
816,superb,शानदार,positive
817,superior,बेहतर,positive
818,supple,नाजुक,positive
819,support,समर्थन,positive
820,supported,समर्थित,positive
821,supporter,सपोर्टर,positive
822,supporting,समर्थन,positive
823,supportive,सहयोगी,positive
824,supports,का,positive
825,supremacy,वर्चस्व,positive
826,supreme,सर्वोच्च,positive
827,survival,बचना,positive
828,survivor,उत्तरजीवी,positive
829,sustainability,स्थिरता,positive
830,sustainable,सतत,positive
831,swanky,शानदार,positive
832,sweeping,को,positive
833,sweet,मीठा,positive
834,sweetheart,मेरे,positive
835,sweetness,मिठास,positive
836,swift,स्विफ्ट,positive
837,talent,प्रतिभा,positive
838,talented,प्रतिभाशाली,positive
839,talents,प्रतिभा,positive
840,tender,टेंडर,positive
841,terrific,बहुत,positive
842,thank,धन्यवाद,positive
843,thankful,कृतज्ञ,positive
844,thoughtful,वैचारिक,positive
845,thoughtfulness,सावधानी,positive
846,thrift,किफायती,positive
847,thrill,रोमांच,positive
848,thrilled,रोमांचित,positive
849,thriving,फलते,positive
850,thumbs-up,thumbs-up,positive
851,tickle,गुदगुदी,positive
852,tidy,सुव्यवस्थित,positive
853,time-honored,time-honored,positive
854,timely,समय,positive
855,toll-free,toll-free,positive
856,top,शीर्ष,positive
857,top-notch,top-notch,positive
858,top-quality,top-quality,positive
859,tops,अव्वल,positive
860,tough,कड़ी,positive
861,traction,घर्षण,positive
862,transparent,पारदर्शी,positive
863,treasure,खजाना,positive
864,trendy,ट्रेंडी,positive
865,triumph,ट्राइंफ,positive
866,trophy,ट्रॉफी,positive
867,trouble-free,trouble-free,positive
868,trust,पर,positive
869,trusted,विश्वसनीय,positive
870,trustworthy,भरोसेमंद,positive
871,truthfully,सच,positive
872,ultra-crisp,ultra-crisp,positive
873,unabashed,आवरणरहति,positive
874,unbeatable,अद्वितीय,positive
875,uncomplicated,सरल,positive
876,unforgettable,अविस्मरणीय,positive
877,unity,एकता,positive
878,unlimited,असीमित,positive
879,unquestionably,मोहरा,positive
880,upgraded,अपग्रेडेड,positive
881,uplift,बनी,positive
882,uplifting,प्रेरक,positive
883,usable,प्रयोग,positive
884,useful,उपयोगी,positive
885,user-friendly,user-friendly,positive
886,user-replaceable,user-replaceable,positive
887,valuable,कीमती,positive
888,variety,किस्म,positive
889,versatile,चलन,positive
890,vibrant,जीवंत,positive
891,victory,जीत,positive
892,viewable,देख,positive
893,virtue,गुण,positive
894,virtuous,गुणी,positive
895,vivid,विशद,positive
896,warm,गर्म,positive
897,warmer,गर्म,positive
898,warmth,गर्माहट,positive
899,wealthy,धनी,positive
900,welcome,आपका,positive
901,well,अच्छी,positive
902,well-balanced,well-balanced,positive
903,well-behaved,well-behaved,positive
904,well-being,भलाई,positive
905,well-established,well-established,positive
906,well-informed,well-informed,positive
907,well-intentioned,well-intentioned,positive
908,well-known,well-known,positive
909,well-made,well-made,positive
910,well-mannered,well-mannered,positive
911,well-positioned,well-positioned,positive
912,well-received,well-received,positive
913,well-regarded,well-regarded,positive
914,well-rounded,well-rounded,positive
915,willing,हाजिरी,positive
916,win,जीत,positive
917,winner,विजेता,positive
918,winners,विजेताओं,positive
919,winning,विजेता,positive
920,wins,जीत,positive
921,wisdom,ज्ञान,positive
922,wise,बुद्धिमान,positive
923,wisely,बुद्धिमानी,positive
924,witty,मजाकिया,positive
925,won,जीता,positive
926,wonder,आश्चर्य,positive
927,wonderful,अद्भुत,positive
928,wonderfully,का,positive
929,wonders,आश्चर्य,positive
930,woo,वू,positive
931,work,काम,positive
932,worked,काम,positive
933,works,काम,positive
934,worth,लायक,positive
935,worthwhile,सार्थक,positive
936,worthy,लायक,positive
937,wow,वाह,positive
938,wowed,पाम,positive
939,yay,हां,positive
940,youthful,युवा,positive
941,zest,का,positive
942,abnormal,असामान्य,negative
943,aborted,फ्लेशिंग,negative
944,abrasive,संपर्क,negative
945,absence,अनुपस्थिति,negative
946,absent-minded,absent-minded,negative
947,absentee,अनुपस्थित,negative
948,abuse,दुरुपयोग,negative
949,abused,उत्पीड़न,negative
950,abusive,अपमानजनक,negative
951,accidental,दुर्घटना,negative
952,accusation,आरोप,negative
953,accuse,आरोप,negative
954,ache,में,negative
955,ached,पसीजा,negative
956,aches,का,negative
957,aching,दर्द,negative
958,addict,नशेड़ी,negative
959,addicted,आदी,negative
960,addicting,लत,negative
961,adverse,प्रतिकूल,negative
962,adversity,के,negative
963,afraid,डरना,negative
964,aggression,आक्रामकता,negative
965,aggressive,आक्रामक,negative
966,alarm,अलार्म,negative
967,allergic,एलर्जिक,negative
968,allergies,एलर्जी,negative
969,allergy,एलर्जी,negative
970,aloof,अलग,negative
971,ambiguous,अस्पष्ट,negative
972,anarchy,अराजकता,negative
973,anger,उबाल,negative
974,angry,गुस्सा,negative
975,annoy,परेशान,negative
976,annoyed,नाराज,negative
977,annoying,नखरीली,negative
978,annoys,गुस्सा,negative
979,antagonist,विलन,negative
980,anti-,anti-,negative
981,anti-american,anti-american,negative
982,anti-social,anti-social,negative
983,anxiety,चिंता,negative
984,anxious,उत्सुक,negative
985,apocalypse,सर्वनाश,negative
986,arbitrary,मनमाना,negative
987,arrogant,एरोगेंट,negative
988,ashamed,शर्मिंदा,negative
989,assassin,असैसिन,negative
990,assault,हमला,negative
991,atrocities,दुष्कर्म,negative
992,attack,हमला,negative
993,attacks,हमले,negative
994,avalanche,हिमस्खलन,negative
995,averse,के,negative
996,awful,बहुत,negative
997,awkward,अजीब,negative
998,ax,एएक्स,negative
999,backache,पीठदर्द,negative
1000,backward,पीछे,negative
1001,bad,बुरा,negative
1002,badly,बुरी,negative
1003,bankrupt,दिवालिया,negative
1004,bash,बैश,negative
1005,bastard,कमीने,negative
1006,bastards,कमीने,negative
1007,battered,पीड़ित,negative
1008,beg,भीख,negative
1009,beggar,भिखारी,negative
1010,begging,भीख,negative
1011,belated,विलम्बित,negative
1012,belligerent,जुझारू,negative
1013,bent,आमादा,negative
1014,bereavement,शोक,negative
1015,betrayal,धोखा,negative
1016,beware,सावधान,negative
1017,bewildering,विस्मयकारी,negative
1018,bias,पक्षपात,negative
1019,biased,पक्षपाती,negative
1020,biting,काटना,negative
1021,bitter,कड़वा,negative
1022,bizarre,विचित्र,negative
1023,blah,ब्ला,negative
1024,blame,दोष,negative
1025,bland,फीका,negative
1026,bleed,खून,negative
1027,bleeding,ब्लीडिंग,negative
1028,blemish,दाग,negative
1029,blind,अंधा,negative
1030,blister,छाला,negative
1031,bloated,ब्लोटेड,negative
1032,bloody,खूनी,negative
1033,blow,आघात,negative
1034,blunt,कुंद,negative
1035,blur,धुंधलापन,negative
1036,blurred,धुंधली,negative
1037,blurring,ब्लर्रिंग,negative
1038,bogus,पदों,negative
1039,boil,उबालने,negative
1040,boiling,उबलना,negative
1041,boisterous,मस्ती,negative
1042,bomb,बम,negative
1043,bombard,ने,negative
1044,bore,बोर,negative
1045,bored,ऊबना,negative
1046,boredom,बोरियत,negative
1047,boring,उबाऊ,negative
1048,bother,परेशान,negative
1049,bothering,परेशान,negative
1050,bothers,परेशान,negative
1051,boycott,बहिष्कार,negative
1052,brat,साहबजादा,negative
1053,breach,उल्लंघन,negative
1054,break,ब्रेक,negative
1055,break-up,break-up,negative
1056,break-ups,break-ups,negative
1057,breakdown,टूटना,negative
1058,breaking,ब्रेकिंग,negative
1059,breaks,टूट,negative
1060,bribery,ने,negative
1061,brittle,की,negative
1062,broke,तोड़,negative
1063,broken,टूटा,negative
1064,bruising,चोट,negative
1065,brutal,क्रूर,negative
1066,brute,पाशविक,negative
1067,bs,बी,negative
1068,buckle,बकल,negative
1069,bug,बग,negative
1070,buggy,बगी,negative
1071,bugs,कीड़े,negative
1072,bullies,बुलीज,negative
1073,bullshit,बकवास,negative
1074,bully,बुली,negative
1075,bullying,बदमाशी,negative
1076,bump,अर्चन,negative
1077,bumps,घाव,negative
1078,bunk,बंक,negative
1079,burden,बोझ,negative
1080,burn,जलाना,negative
1081,burned,फूंका,negative
1082,burning,जलना,negative
1083,burns,जला,negative
1084,bust,सीना,negative
1085,butcher,कसाई,negative
1086,calamities,आपदाएं,negative
1087,calamity,आपदा,negative
1088,cancer,कैंसर,negative
1089,cannibal,नरभक्षक,negative
1090,capricious,मौजी,negative
1091,careless,लापरवाह,negative
1092,caricature,कार्टून,negative
1093,carp,कार्प,negative
1094,casualty,घायल,negative
1095,catastrophe,तबाही,negative
1096,cave,गुफा,negative
1097,challenging,रहा,negative
1098,chaos,हलचल,negative
1099,cheap,सस्ते,negative
1100,cheat,धोखा,negative
1101,cheated,धोखा,negative
1102,cheating,धोखा,negative
1103,cheats,छिपा,negative
1104,childish,बचकाना,negative
1105,chill,चिल,negative
1106,chilly,मिर्च,negative
1107,chore,का,negative
1108,chronic,चिरकालिक,negative
1109,clogged,जाम,negative
1110,cloud,क्लाउड,negative
1111,cloudy,बादल,negative
1112,clueless,अंजान,negative
1113,clunky,भद्दी,negative
1114,coarse,अपरिष्कृत,negative
1115,coercion,मानस,negative
1116,cold,ठंड,negative
1117,collapse,ढहना,negative
1118,comical,आनंदप्रद,negative
1119,commotion,मची,negative
1120,complain,शिकायत,negative
1121,complaining,शिकायत,negative
1122,complaint,शिकायत,negative
1123,complaints,शिकायतें,negative
1124,complex,जटिल,negative
1125,complicated,जटिल,negative
1126,compulsive,बाध्यकारी,negative
1127,concern,चिंता,negative
1128,concerned,चिंतित,negative
1129,concerns,चिंता,negative
1130,confess,मानता,negative
1131,confession,गल्ती,negative
1132,confined,सीमित,negative
1133,conflict,संघर्ष,negative
1134,conflicting,विरोधाभाषी,negative
1135,conflicts,विरोधों,negative
1136,confounded,हैरान,negative
1137,confounding,गड़बड़ी,negative
1138,confused,उलझन,negative
1139,confusing,भ्रामक,negative
1140,confusion,असमंजस,negative
1141,congestion,रुकावट़,negative
1142,cons,विपक्ष,negative
1143,conservative,कंजर्वेटिव,negative
1144,conspicuous,प्रत्यक्ष,negative
1145,conspiracy,गहरी,negative
1146,consternation,घबराहट,negative
1147,contagious,संक्रामक,negative
1148,contaminated,गांव,negative
1149,contamination,संदूषण,negative
1150,contempt,अवहेलना,negative
1151,controversial,विवादास्पद,negative
1152,controversy,कंट्रोवर्सी,negative
1153,corrosion,जंग,negative
1154,corrosive,संक्षारक,negative
1155,corrupt,भ्रष्ट,negative
1156,corrupted,भ्रष्ट,negative
1157,corruption,भ्रष्टाचार,negative
1158,costlier,महंगे,negative
1159,costly,महंगा,negative
1160,counter-productive,counter-productive,negative
1161,crack,क्रैक,negative
1162,cracked,टूटी,negative
1163,cracks,दरार,negative
1164,crap,इस,negative
1165,crash,दुर्घटना,negative
1166,crashed,दुर्घटनाग्रस्त,negative
1167,crashes,करने,negative
1168,crashing,दुर्घटनाग्रस्त,negative
1169,crazy,पागल,negative
1170,creep,डरावना,negative
1171,creeping,रेंगती,negative
1172,creeps,चिंताएं,negative
1173,creepy,डरावने,negative
1174,crime,अपराध,negative
1175,criminal,आपराधिक,negative
1176,cripples,अपंग,negative
1177,crisis,संकट,negative
1178,critic,आलोचक,negative
1179,critical,महत्वपूर्ण,negative
1180,criticism,आलोचना,negative
1181,criticisms,रूढ़िवादि,negative
1182,criticizing,आलोचना,negative
1183,critics,आलोचकों,negative
1184,crook,बदमाश,negative
1185,crooked,कुटिल,negative
1186,crooks,बदमाश,negative
1187,crowded,भीड़,negative
1188,crude,कच्चा,negative
1189,cruelty,क्रूरता,negative
1190,crumbling,पेस्ट्री,negative
1191,crush,क्रश,negative
1192,crushed,कुचला,negative
1193,cry,रोना,negative
1194,curse,अभिशाप,negative
1195,cuss,कसम,negative
1196,damage,क्षति,negative
1197,damaged,क्षतिग्रस्त,negative
1198,damages,हर्जाना,negative
1199,damaging,को,negative
1200,damn,लानत,negative
1201,damned,अभिशप्त,negative
1202,danger,खतरा,negative
1203,dangerous,खतरनाक,negative
1204,dark,गहरा,negative
1205,darkness,अंधेरा,negative
1206,daze,डेज,negative
1207,dazed,घबराया,negative
1208,dead,मृत,negative
1209,deadly,घातक,negative
1210,deaf,बहरा,negative
1211,death,मृत्यु,negative
1212,debt,ऋण,negative
1213,debts,ऋण,negative
1214,decadent,अनैतिक,negative
1215,decay,क्षय,negative
1216,deceit,धोखा,negative
1217,deceitful,ये,negative
1218,deceive,धोखा,negative
1219,deceiving,धोखा,negative
1220,deception,ने,negative
1221,decline,गिरावट,negative
1222,declines,का,negative
1223,defamation,मानहानि,negative
1224,defect,दोष,negative
1225,defective,दोषपूर्ण,negative
1226,defects,दोष,negative
1227,defensive,रक्षात्मक,negative
1228,deficiencies,विकारों,negative
1229,deficiency,डेफिसिएंसी,negative
1230,defy,को,negative
1231,degeneration,अध,negative
1232,degradation,में,negative
1233,delay,देरी,negative
1234,delayed,देरी,negative
1235,delays,ऑपरेशन,negative
1236,delusion,की,negative
1237,demise,मौत,negative
1238,demon,दानव,negative
1239,denial,इनकार,negative
1240,denied,इनकार,negative
1241,dense,सघन,negative
1242,dents,खरोंच,negative
1243,deny,इनकार,negative
1244,deplete,खाली,negative
1245,depressed,उदास,negative
1246,depression,डिप्रेशन,negative
1247,deprived,वंचित,negative
1248,desert,रेगिस्तान,negative
1249,despair,निराशा,negative
1250,desperate,मायूस,negative
1251,desperation,हताशा,negative
1252,destroy,नष्ट,negative
1253,destruction,विनाश,negative
1254,destructive,विनाशकारी,negative
1255,deter,को,negative
1256,deterrent,निवारक,negative
1257,devastation,तबाही,negative
1258,deviation,विचलन,negative
1259,devil,शैतान,negative
1260,devious,कुटिल,negative
1261,devoid,रहित,negative
1262,dick,लंड,negative
1263,die,मरना,negative
1264,die-hard,die-hard,negative
1265,died,मर,negative
1266,dies,की,negative
1267,difficult,मुश्किल,negative
1268,difficulties,में,negative
1269,difficulty,बड़ी,negative
1270,dilemma,दुविधा,negative
1271,dim,मंद,negative
1272,dimmer,मद्धम,negative
1273,ding,डिंग,negative
1274,dings,खनखन,negative
1275,dire,डायर,negative
1276,dirt,वाली,negative
1277,dirty,गंदा,negative
1278,disable,निष्क्रिय,negative
1279,disabled,अक्षम,negative
1280,disadvantage,नुकसान,negative
1281,disadvantages,नुकसान,negative
1282,disagree,असहमत,negative
1283,disagreement,धक्कामुक्की,negative
1284,disappoint,को,negative
1285,disappointed,निराश,negative
1286,disappointing,निराशाजनक,negative
1287,disappointments,निराशा,negative
1288,disaster,आपदा,negative
1289,disastrous,विनाशकारी,negative
1290,discomfort,में,negative
1291,discontinued,बंद,negative
1292,discord,कलह,negative
1293,discourage,को,negative
1294,discrimination,भेदभाव,negative
1295,disdain,घृणा,negative
1296,disgrace,अपमान,negative
1297,dishonest,बेईमान,negative
1298,dishonor,अनादर,negative
1299,dislike,नापसंदगी,negative
1300,dislikes,नापसंद,negative
1301,dislocated,अव्यवस्थित,negative
1302,disobedience,अवज्ञा,negative
1303,disorder,विकार,negative
1304,dispute,विवाद,negative
1305,disputed,विवादित,negative
1306,disruption,व्यवधान,negative
1307,dissatisfied,असंतुष्ट,negative
1308,dissed,का,negative
1309,dissonance,मतभेद,negative
1310,distortion,डिस्टोर्शन,negative
1311,distress,संकट,negative
1312,disturb,परेशान,negative
1313,disturbance,हंगामा,negative
1314,dizzy,चक्कर,negative
1315,doom,कयामत,negative
1316,dope,डोप,negative
1317,doubt,शक,negative
1318,doubtful,संदिग्ध,negative
1319,doubts,संदेह,negative
1320,downside,सवाल,negative
1321,drag,खींचें,negative
1322,drain,नाली,negative
1323,drained,वाली,negative
1324,drastic,भारी,negative
1325,drawback,ड्रॉबैक,negative
1326,dreadful,भयानक,negative
1327,drop-out,drop-out,negative
1328,drop-outs,drop-outs,negative
1329,dropout,छोड़ने,negative
1330,drought,सूखे,negative
1331,drowning,डूब,negative
1332,drunk,नशे,negative
1333,dubious,इस,negative
1334,dull,सुस्त,negative
1335,dumb,गूंगा,negative
1336,dump,डंप,negative
1337,dumped,की,negative
1338,dungeon,कालकोठरी,negative
1339,dust,धूल,negative
1340,dusty,गन्दे,negative
1341,dying,दम,negative
1342,elimination,निष्कासन,negative
1343,embarrass,शर्मिंदा,negative
1344,embarrassing,शर्मनाक,negative
1345,emergency,आपातकालीन,negative
1346,enemies,दुश्मन,negative
1347,enemy,दुश्मन,negative
1348,entangle,को,negative
1349,envious,सम्मोहक,negative
1350,epidemic,संक्रामक,negative
1351,erase,मिटा,negative
1352,erosion,कटाव,negative
1353,error,त्रुटि,negative
1354,errors,त्रुटियां,negative
1355,escapade,एस्कपेड,negative
1356,evasion,की,negative
1357,evil,बुराई,negative
1358,exaggeration,अतिशयोक्ति,negative
1359,excessive,अत्यधिक,negative
1360,excessively,देना,negative
1361,exclusion,अपवर्जन,negative
1362,excuse,बहाना,negative
1363,excuses,बहाने,negative
1364,exhaust,निकास,negative
1365,exhausted,थका,negative
1366,expensive,महंगा,negative
1367,expire,समाप्त,negative
1368,expired,समाप्त,negative
1369,explode,लगभग,negative
1370,exploit,शोषित,negative
1371,exploitation,शोषण,negative
1372,explosive,विस्फोटक,negative
1373,extinguish,कब,negative
1374,extravagant,खर्चीले,negative
1375,fabrication,निर्माण,negative
1376,fail,विफल,negative
1377,failed,विफल,negative
1378,fails,विफल,negative
1379,failure,विफलता,negative
1380,failures,विफलता,negative
1381,faint,कमजोर,negative
1382,fake,नकली,negative
1383,fall,पड़ना,negative
1384,fallen,प्यार,negative
1385,falling,गिरना,negative
1386,falls,नीचे,negative
1387,false,बनावटी,negative
1388,famine,दुष्काल,negative
1389,fanatic,कट्टर,negative
1390,fanatics,फैनाटिक्स,negative
1391,far-fetched,far-fetched,negative
1392,farce,को,negative
1393,fascism,फासीवाद,negative
1394,fascist,फासीवादी,negative
1395,fat,वसा,negative
1396,fatal,घातक,negative
1397,fatigue,थकान,negative
1398,fatty,फैटी,negative
1399,fault,आखिर,negative
1400,faulty,दोषपूर्ण,negative
1401,fear,डर,negative
1402,fears,भय,negative
1403,feckless,बेफिक्र,negative
1404,fell,गिर,negative
1405,fever,वात,negative
1406,fickle,चंचल,negative
1407,fiction,काल्पनिक,negative
1408,fictional,काल्पनिक,negative
1409,fiend,के,negative
1410,fierce,बहतरीन,negative
1411,fist,मुट्ठी,negative
1412,flagging,फ्लैगिंग,negative
1413,flair,मज़ा,negative
1414,flake,पागल,negative
1415,flare,चमकाना,negative
1416,flat-out,flat-out,negative
1417,flaunt,लैक्मे,negative
1418,flaw,दोष,negative
1419,flawed,त्रुटिपूर्ण,negative
1420,flee,पिस्सू,negative
1421,fleeting,क्षणिक,negative
1422,flirt,फ्लर्ट,negative
1423,flirty,शोख,negative
1424,foe,दुश्मन,negative
1425,fool,बेवकूफ,negative
1426,fooled,ने,negative
1427,foolish,बेवकूफ,negative
1428,forbid,न,negative
1429,forbidden,वर्जित,negative
1430,forged,ने,negative
1431,foul,एक,negative
1432,fracture,फ्रैक्चर,negative
1433,fragile,दुर्बल,negative
1434,fraud,फ्रॉड,negative
1435,freak,सनकी,negative
1436,freaking,अनूठे,negative
1437,freaks,सामने,negative
1438,freeze,फ्रीज,negative
1439,freezing,हिमांक,negative
1440,fried,तला,negative
1441,fright,भय,negative
1442,frighten,फ्राइटन,negative
1443,frost,तैयार,negative
1444,frozen,जमे,negative
1445,frustrating,निराशाजनक,negative
1446,frustration,भड़ास,negative
1447,fucking,जबर्दस्त,negative
1448,full-blown,full-blown,negative
1449,fume,धुएं,negative
1450,funky,फंकी,negative
1451,funny,मजेदार,negative
1452,furious,फ्यूरियस,negative
1453,fury,कहर,negative
1454,fuss,उपद्रव,negative
1455,futile,व्यर्थ,negative
1456,fuzzy,फजी,negative
1457,gangster,गैंगस्टर,negative
1458,garbage,कचरा,negative
1459,gasp,सांस,negative
1460,glare,चमक,negative
1461,glitches,ग्लिचिस,negative
1462,gloom,निराशा,negative
1463,gloomy,उदास,negative
1464,god-awful,god-awful,negative
1465,goof,मूर्ख,negative
1466,gossip,गपशप,negative
1467,grate,घिस,negative
1468,greed,लालच,negative
1469,greedy,लालची,negative
1470,grievance,शिकायत,negative
1471,grievances,शिकायतों,negative
1472,grind,पीसने,negative
1473,gross,सकल,negative
1474,grouse,ग्रोउस,negative
1475,grudge,शिकायत,negative
1476,grumpy,क्रोधी,negative
1477,guilty,दोषी,negative
1478,gutter,गटर,negative
1479,hack,हैक,negative
1480,hang,लटका,negative
1481,hangs,ने,negative
1482,harassment,उत्पीड़न,negative
1483,hard,मुश्किल,negative
1484,hard-line,hard-line,negative
1485,hardship,कठिनाई,negative
1486,harm,नुकसान,negative
1487,harmful,हानिकारक,negative
1488,harsh,कठोर,negative
1489,hassle,परेशानी,negative
1490,hassles,बाधा,negative
1491,hate,नफरत,negative
1492,hated,नफ़रत,negative
1493,haters,हैर्ट्स,negative
