,english_word,hindi_word,polarity
1494,hatred,घृणा,negative
1495,haunting,बार,negative
1496,havoc,कहर,negative
1497,hazard,जोखिम,negative
1498,hazardous,खतरनाक,negative
1499,haze,गान्जा,negative
1500,head-aches,head-aches,negative
1501,headache,सिर,negative
1502,heartless,हृदयहीन,negative
1503,heavy-handed,heavy-handed,negative
1504,heck,निकलो,negative
1505,hectic,व्यस्त,negative
1506,hedge,बचाव,negative
1507,hefty,पर,negative
1508,heinous,जघन्य,negative
1509,hell,नरक,negative
1510,hells,हीलें,negative
1511,heresy,हरसे,negative
1512,high-priced,high-priced,negative
1513,hinder,बनी,negative
1514,ho-hum,ho-hum,negative
1515,hogs,सूअर,negative
1516,hollow,खोखला,negative
1517,hopeless,निराशाजनक,negative
1518,hopelessly,निराशाजनक,negative
1519,hopelessness,निराशा,negative
1520,horde,होर्ड,negative
1521,horrible,भयानक,negative
1522,hostile,नकारात्मक,negative
1523,hostilities,लोग,negative
1524,hostility,दुश्मनी,negative
1525,hum,द,negative
1526,humid,नमी,negative
1527,hung,लटका,negative
1528,hurt,चोट,negative
1529,hurting,को,negative
1530,hurts,दर्द,negative
1531,hype,प्रचार,negative
1532,idiot,बेवकूफ,negative
1533,idiots,बेवकूफ,negative
1534,idle,निष्क्रिय,negative
1535,ignorance,अज्ञानता,negative
1536,ignorant,अज्ञानी,negative
1537,ignore,को,negative
1538,ill-advised,ill-advised,negative
1539,ill-conceived,ill-conceived,negative
1540,ill-defined,ill-defined,negative
1541,ill-designed,ill-designed,negative
1542,ill-fated,ill-fated,negative
1543,illegal,अवैध,negative
1544,illiterate,इन,negative
1545,illness,बीमारी,negative
1546,illusion,भ्रम,negative
1547,illusions,भ्रम,negative
1548,immoral,अग्निवर्ण,negative
1549,impatient,अधीर,negative
1550,impatiently,बेसब्री,negative
1551,impedance,प्रतिबाधा,negative
1552,impediment,रुकावट,negative
1553,impending,आनेवाली,negative
1554,imperfect,अपूर्ण,negative
1555,imperfectly,अपूर्ण,negative
1556,implication,प्रभाव,negative
1557,impose,लागू,negative
1558,impossible,असंभव,negative
1559,impractical,नेहरु,negative
1560,impulsive,ये,negative
1561,inaccuracies,गलतियों,negative
1562,inaccuracy,गलती,negative
1563,inaccurate,अनुचित,negative
1564,inactive,निष्क्रिय,negative
1565,inappropriate,अनुपयुक्त,negative
1566,inclement,खराब,negative
1567,incomplete,अपूर्ण,negative
1568,inconsistent,असंगत,negative
1569,inconvenience,असुविधा,negative
1570,incorrect,गलत,negative
1571,indignant,क्रोधित,negative
1572,indignation,क्रोध,negative
1573,indulge,खो,negative
1574,ineligible,अयोग्य,negative
1575,inequality,असमानता,negative
1576,inevitable,ज़रुरी,negative
1577,inexperienced,अनुभवहीन,negative
1578,infected,संक्रमित,negative
1579,infection,संक्रमण,negative
1580,infections,संक्रमण,negative
1581,infernal,नारकीय,negative
1582,inflammatory,ज्वलनशील,negative
1583,infringement,उल्लंघन,negative
1584,inhibition,अवरोधन,negative
1585,injurious,हानिकारक,negative
1586,injury,चोट,negative
1587,injustice,अन्याय,negative
1588,insane,पागल,negative
1589,insanity,सबब,negative
1590,insatiable,लालची,negative
1591,insecurity,असुरक्षा,negative
1592,insensitive,असंवेदनशील,negative
1593,insufficient,अपर्याप्त,negative
1594,insult,अपमान,negative
1595,insulting,अपमान,negative
1596,insurmountable,दूर,negative
1597,intense,प्रचण्ड,negative
1598,interfere,हस्तक्षेप,negative
1599,interference,दखल,negative
1600,intermittent,रुक,negative
1601,intolerable,असहनीय,negative
1602,intolerance,असहिष्णुता,negative
1603,intrusion,आतंकवादी,negative
1604,invader,इन्वेडर,negative
1605,invalid,अमान्य,negative
1606,invasive,आक्रामक,negative
1607,invisible,अदृश्य,negative
1608,irony,विडम्बना,negative
1609,irregular,टायर,negative
1610,irregularity,की,negative
1611,irritable,इर्रिटेबल,negative
1612,irritate,जलन,negative
1613,irritating,तकलीफदेह,negative
1614,irritation,जलन,negative
1615,irritations,जलन,negative
1616,isolate,अलग,negative
1617,isolated,एकांत,negative
1618,issue,मुद्दा,negative
1619,issues,मुद्दे,negative
1620,itch,खुजली,negative
1621,itching,खुजली,negative
1622,itchy,खुजली,negative
1623,jagged,दांतेदार,negative
1624,jam,जाम,negative
1625,jealous,जलन,negative
1626,jealousy,डाह,negative
1627,jeopardize,खतरे,negative
1628,jeopardy,खतरे,negative
1629,jerk,झटकें,negative
1630,jerky,जर्की,negative
1631,joke,मजाक,negative
1632,junk,जंक,negative
1633,kill,मारना,negative
1634,killed,मारा,negative
1635,killer,किलर,negative
1636,killing,मार,negative
1637,kills,मारता,negative
1638,knife,चाकू,negative
1639,knock,दस्तक,negative
1640,lack,कमी,negative
1641,lacking,कमी,negative
1642,lacks,का,negative
1643,lag,अंतराल,negative
1644,lags,पीछे,negative
1645,laid-off,laid-off,negative
1646,lame,कमजोर,negative
1647,lapse,चूक,negative
1648,last-ditch,last-ditch,negative
1649,lazy,आलसी,negative
1650,leak,रिसाव,negative
1651,leakage,लीकेज,negative
1652,leaking,लीक,negative
1653,leaks,लीक,negative
1654,lemon,नींबू,negative
1655,lengthy,लंबी,negative
1656,lesser-known,lesser-known,negative
1657,lethal,जानलेवा,negative
1658,lethargic,सुस्त,negative
1659,liability,दायित्व,negative
1660,liable,उत्तरदायी,negative
1661,liar,झूठे,negative
1662,liars,के,negative
1663,lie,झूठ,negative
1664,lied,झूठ,negative
1665,lier,बहुत,negative
1666,lies,झूठ,negative
1667,life-threatening,life-threatening,negative
1668,limit,सीमा,negative
1669,limitation,सीमा,negative
1670,limitations,सीमाओं,negative
1671,limited,सीमित,negative
1672,limits,सीमा,negative
1673,limp,लिम्प,negative
1674,little-known,little-known,negative
1675,loathe,नफरत,negative
1676,loathing,घृणा,negative
1677,lone,लोन,negative
1678,loneliness,तन्हाई,negative
1679,lonely,अकेला,negative
1680,long-time,long-time,negative
1681,long-winded,long-winded,negative
1682,loose,ढीला,negative
1683,loot,लूट,negative
1684,lose,खोना,negative
1685,loser,हारने,negative
1686,losers,फिसड्डियों,negative
1687,loses,हारी,negative
1688,losing,घटाना,negative
1689,loss,हानि,negative
1690,losses,हानियों,negative
1691,lost,खोया,negative
1692,loud,जोर,negative
1693,louder,की,negative
1694,lukewarm,गुनगुने,negative
1695,lure,प्रलोभन,negative
1696,lying,झूठ,negative
1697,mad,पागल,negative
1698,maddening,ही,negative
1699,madly,पागल,negative
1700,madman,मैडमैन,negative
1701,madness,पागलपन,negative
1702,malicious,खराब,negative
1703,malignant,घातक,negative
1704,mania,उन्माद,negative
1705,manipulate,हेरफेर,negative
1706,manipulation,हेरफेर,negative
1707,mar,मार,negative
1708,marginal,सीमांत,negative
1709,martyrdom,तौर,negative
1710,mashed,मैश,negative
1711,massacre,नरसंहार,negative
1712,matte,मैट,negative
1713,mediocre,अजीब,negative
1714,mess,गड़बड़,negative
1715,mindless,नासमझ,negative
1716,miscellaneous,विविध,negative
1717,mischief,शरारत,negative
1718,misconception,धारणा,negative
1719,misconceptions,गलतफहमी,negative
1720,miserable,चालाक,negative
1721,misery,दुख,negative
1722,misguided,गुमराह,negative
1723,mislead,गुमराह,negative
1724,misleading,भ्रामक,negative
1725,miss,याद,negative
1726,missed,याद,negative
1727,mist,धुंध,negative
1728,mistake,गलती,negative
1729,mistaken,गलत,negative
1730,mistakes,गलतियाँ,negative
1731,mistress,मालकिन,negative
1732,misunderstand,गलत,negative
1733,misunderstanding,गलतफहमी,negative
1734,misunderstood,गलत,negative
1735,misuse,दुरुपयोग,negative
1736,moan,विलाप,negative
1737,mock,नकली,negative
1738,mocked,का,negative
1739,molestation,दुष्कर्म,negative
1740,monster,राक्षस,negative
1741,moot,विवादास्पद,negative
1742,moron,मूर्ख,negative
1743,motionless,स्थिर,negative
1744,mourn,ने,negative
1745,muddy,गंदा,negative
1746,murder,हत्या,negative
1747,murderer,मार,negative
1748,musty,बासी,negative
1749,mystery,रहस्य,negative
1750,myth,मिथक,negative
1751,nagging,परेशान,negative
1752,naive,भोले,negative
1753,narrower,क्या,negative
1754,nasty,गंदी,negative
1755,naughty,शरारती,negative
1756,needlessly,बेवजह,negative
1757,needy,जरूरतमंद,negative
1758,negative,नकारात्मक,negative
1759,negligence,लापरवाही,negative
1760,nervous,तंत्रिका,negative
1761,nightmare,बुरे,negative
1762,noise,शोर,negative
1763,noisy,शोर,negative
1764,nonsense,बकवास,negative
1765,nuisance,बनी,negative
1766,numb,सुन्न,negative
1767,obese,मोटे,negative
1768,object,वस्तु,negative
1769,objection,आपत्ति,negative
1770,objectionable,आपत्तिजनक,negative
1771,objections,आपत्ति,negative
1772,obscene,अश्लील,negative
1773,obsessive,ज़ुनूनी,negative
1774,obstructing,बाधा,negative
1775,odd,विषम,negative
1776,oddity,विषमता,negative
1777,odor,गंध,negative
1778,offence,अपराध,negative
1779,offender,अपराधी,negative
1780,offensive,अपमानजनक,negative
1781,omission,चूक,negative
1782,one-sided,one-sided,negative
1783,opponent,प्रतिद्वंद्वी,negative
1784,opposition,मुखर,negative
1785,oppression,उत्पीड़न,negative
1786,outsider,यह,negative
1787,over-hyped,over-hyped,negative
1788,over-priced,over-priced,negative
1789,overdue,काफी,negative
1790,overloaded,ओवरलोडेड,negative
1791,overpriced,अत्यधिक,negative
1792,overrated,अहंकारी,negative
1793,oversight,पर्यवेक्षण,negative
1794,overwhelming,भारी,negative
1795,pain,दर्द,negative
1796,painful,दर्दनाक,negative
1797,pains,पीड़ा,negative
1798,pale,पीली,negative
1799,pan,पैन,negative
1800,panic,आकस्मिक,negative
1801,paranoid,पागल,negative
1802,parody,पैरोडी,negative
1803,passe,पुराने,negative
1804,passive,परोक्ष,negative
1805,pathetic,दयनीय,negative
1806,paucity,कमी,negative
1807,payback,ऋण,negative
1808,penalty,दंड,negative
1809,peril,पेरिल,negative
1810,pessimistic,निराशावादी,negative
1811,pest,कीट,negative
1812,petrified,सख्त,negative
1813,petty,खुदरा,negative
1814,pig,सुअर,negative
1815,pigs,सूअर,negative
1816,pinch,चुटकी,negative
1817,pity,बेचारा,negative
1818,plague,प्लेग,negative
1819,plea,याचिकाओं,negative
1820,pleas,कृपया,negative
1821,plight,आंसू,negative
1822,plot,प्लॉट,negative
1823,ploy,पॉली,negative
1824,poison,विष,negative
1825,poisonous,जहरीली,negative
1826,pollute,मैली,negative
1827,polution,प्रदूषण,negative
1828,poor,गरीब,negative
1829,poorly,खराब,negative
1830,poverty,गरीबी,negative
1831,predatory,दरिंदगी,negative
1832,prejudice,पूर्वाग्रह,negative
1833,pretend,का,negative
1834,prick,चुभाया,negative
1835,primitive,प्राथमिक,negative
1836,prison,जेल,negative
1837,prisoner,कैदी,negative
1838,problem,समस्या,negative
1839,problems,समस्याएं,negative
1840,profanity,गाली,negative
1841,prohibitively,बेहद,negative
1842,proprietary,मालिकाना,negative
1843,protest,पानी,negative
1844,protesting,विरोध,negative
1845,protests,सरकार,negative
1846,punch,पंच,negative
1847,punish,दंडित,negative
1848,punishable,दंडनीय,negative
1849,punitive,दंडात्मक,negative
1850,punk,पंक,negative
1851,puppet,कठपुतली,negative
1852,puzzled,हैरान,negative
1853,queer,क्वीयर,negative
1854,rabid,पागल,negative
1855,racism,कि,negative
1856,racist,जातिवाद,negative
1857,radical,मूलक,negative
1858,rage,क्रोध,negative
1859,raging,लगाना,negative
1860,rail,रेल,negative
1861,rampage,की,negative
1862,randomly,अचानक,negative
1863,rape,रेप,negative
1864,raped,आबरू,negative
1865,rash,रेश,negative
1866,recession,मंदी,negative
1867,reckless,लापरवाह,negative
1868,recoil,वापसी,negative
1869,redundancy,अतिरिक्तता,negative
1870,redundant,निरर्थक,negative
1871,refusal,से,negative
1872,refuse,मना,negative
1873,refused,मना,negative
1874,refusing,मना,negative
1875,regression,प्रतिगमन,negative
1876,regret,अफसोस,negative
1877,regrets,पछतावे,negative
1878,reject,रिजेक्ट,negative
1879,rejected,रिजेक्ट,negative
1880,rejection,अस्वीकृति,negative
1881,rejects,ने,negative
1882,relentless,इरादा,negative
1883,remorse,पछतावा,negative
1884,repetitive,दोहराए,negative
1885,repulsive,प्रतिकारक,negative
1886,resent,गुस्सा,negative
1887,resignation,इस्तीफा,negative
1888,resigned,त्याग,negative
1889,resistance,प्रतिरोध,negative
1890,restless,बेचैन,negative
1891,restlessness,बैचेनी,negative
1892,restricted,प्रतिबंधित,negative
1893,retard,मंदबुद्धि,negative
1894,retarded,मंदबुद्धि,negative
1895,retreat,पीछे,negative
1896,revenge,प्रतिशोध,negative
1897,rhetorical,वाकपटुता,negative
1898,rift,दरार,negative
1899,rigid,सख्त,negative
1900,rip,आरआईपी,negative
1901,rip-off,rip-off,negative
1902,ripoff,रिपोफ,negative
1903,ripped,रिप्पड़,negative
1904,risk,जोखिम,negative
1905,risks,जोखिम,negative
1906,rival,प्रतिद्वंद्वी,negative
1907,rocky,रॉकी,negative
1908,rogue,दुष्ट,negative
1909,rotten,सड़ा,negative
1910,rough,रफ,negative
1911,rubbish,बकवास,negative
1912,rude,अशिष्ट,negative
1913,rue,रुए,negative
1914,ruin,बर्बाद,negative
1915,ruined,का,negative
1916,ruining,को,negative
1917,ruins,खंडहर,negative
1918,rumor,अफ़वाह,negative
1919,rumors,अफवाहों,negative
1920,rumours,अफवाहें,negative
1921,run-down,run-down,negative
1922,runaway,भगोड़ा,negative
1923,rust,जंग,negative
1924,ruthless,ग़लती,negative
1925,sack,बोरी,negative
1926,sad,दुख,negative
1927,sadden,उदास,negative
1928,sadness,बदली,negative
1929,sagging,ढीली,negative
1930,sap,एसएपी,negative
1931,sarcastic,व्यंग्यात्मक,negative
1932,satirical,अपनी,negative
1933,scam,घोटाला,negative
1934,scams,धांधली,negative
1935,scandal,घोटाले,negative
1936,scandalous,सनसनीखेज,negative
1937,scar,वह,negative
1938,scare,डर,negative
1939,scared,डर,negative
1940,scary,डरावना,negative
1941,sceptical,संशयी,negative
1942,scorching,भीषण,negative
1943,scrambled,तले,negative
1944,scrap,रद्दी,negative
1945,scratch,खरोंच,negative
1946,scratched,खरोच,negative
1947,scratches,खरोंच,negative
1948,scream,चीखता,negative
1949,screw-up,screw-up,negative
1950,screwed-up,screwed-up,negative
1951,second-tier,second-tier,negative
1952,self-defeating,self-defeating,negative
1953,self-destructive,self-destructive,negative
1954,self-interest,self-interest,negative
1955,self-serving,self-serving,negative
1956,selfish,स्वार्थी,negative
1957,senseless,बेदह,negative
1958,set-up,set-up,negative
1959,severe,गंभीर,negative
1960,severity,गंभीरता,negative
1961,shabby,इतना,negative
1962,shady,संदेहात्मक,negative
1963,shake,शेक,negative
1964,shallow,उथला,negative
1965,sham,शैम,negative
1966,shame,शर्म,negative
1967,shameful,शर्मनाक,negative
1968,shameless,बेशर्म,negative
1969,shark,शार्क,negative
1970,shiver,का,negative
1971,shock,झटका,negative
1972,shocked,सदमे,negative
1973,shocking,दहला,negative
1974,short-lived,घुसपैठ,negative
1975,shortage,की,negative
1976,shortness,तकलीफ,negative
1977,shun,भी,negative
1978,sick,बीमार,negative
1979,sickness,सिकनेस,negative
1980,siege,अवरोध,negative
1981,silly,मूर्ख,negative
1982,sin,पाप,negative
1983,sink,सिंक,negative
1984,sinking,ऋण,negative
1985,skeletons,नर,negative
1986,skeptical,उलझन,negative
1987,skinny,दुबला,negative
1988,slack,मंदी,negative
1989,slander,बदनाम,negative
1990,slap,थप्पड़,negative
1991,slaughter,प्रचारित,negative
1992,slave,गुलाम,negative
1993,slaves,दासों,negative
1994,slime,टोडस,negative
1995,slow,धीमा,negative
1996,slow-moving,slow-moving,negative
1997,slower,धीमी,negative
1998,slowly,धीरे,negative
1999,slump,मज़बूती,negative
2000,slur,कलंक,negative
2001,sly,स्लाइ,negative
2002,smack,स्मैक,negative
2003,smash,स्मैश,negative
2004,smear,स्मीयर,negative
2005,smell,गंध,negative
2006,smoke,धूम्रपान,negative
2007,snare,छवि,negative
2008,sneak,चुपके,negative
2009,sneaky,डर,negative
2010,soapy,साबुनदार,negative
2011,sober,सोबर,negative
2012,sore,दुखती,negative
2013,sorrow,गम,negative
2014,sorrowful,दुखद,negative
2015,sorry,माफ़,negative
2016,sour,खट्टी,negative
2017,spank,शिकस्त,negative
2018,spews,उगलती,negative
2019,spilling,रिसाव,negative
2020,split,बंटी,negative
2021,spoiled,खराब,negative
2022,spoils,लूट,negative
2023,sporadic,छिटपुट,negative
2024,spurious,झूठा,negative
2025,squash,स्क्वैश,negative
2026,stab,वार,negative
2027,stain,दाग,negative
2028,stall,स्टाल,negative
2029,static,स्थैतिक,negative
2030,steal,कम,negative
2031,stealing,की,negative
2032,steep,खड़ी,negative
2033,stench,बदबू,negative
2034,stereotype,रूढ़िवादी,negative
2035,stereotypical,हो,negative
2036,stern,स्टर्न,negative
2037,stew,का,negative
2038,sticky,चिपचिपा,negative
2039,stiff,कठोर,negative
2040,sting,वाला,negative
2041,stink,बदबूदार,negative
2042,stole,चुरा,negative
2043,stolen,चोरी,negative
2044,stormy,तूफानी,negative
2045,strain,विकृति,negative
2046,strange,अजीब,negative
2047,stranger,अजनबी,negative
2048,strangle,गला,negative
2049,strenuous,श्रमसाध्य,negative
2050,stress,तनाव,negative
2051,strict,सख्त,negative
2052,strictly,कठोरता,negative
2053,strife,का,negative
2054,strike,हड़ताल,negative
2055,stringent,कड़े,negative
2056,struck,मारा,negative
2057,struggle,संघर्ष,negative
2058,struggled,संघर्ष,negative
2059,struggles,संघर्ष,negative
2060,struggling,संघर्ष,negative
2061,stubborn,जिद्दी,negative
2062,stuck,फंस,negative
2063,stuffy,भरी,negative
2064,stumble,टकराओ,negative
2065,stumped,अटक,negative
2066,stun,को,negative
2067,stunt,स्टंट,negative
2068,stupid,बेवकूफ,negative
2069,stupidity,मूर्खता,negative
2070,sub-par,sub-par,negative
2071,subdued,की,negative
2072,succumb,सामने,negative
2073,suck,चुसाई,negative
2074,sucked,लगभग,negative
2075,sucks,बेकार,negative
2076,sue,मुकदमा,negative
2077,suffer,पीड़ित,negative
2078,suffered,सही,negative
2079,suffering,बेहाल,negative
2080,suffers,भुगतता,negative
2081,suicide,की,negative
2082,sunk,दर्रे,negative
2083,suppression,को,negative
2084,surrender,आत्मसमर्पण,negative
2085,suspicion,अविश्वास,negative
2086,suspicious,संदिग्ध,negative
2087,swelling,सूजन,negative
2088,swipe,स्वाइप,negative
2089,swollen,सूजे,negative
2090,symptom,लक्षण,negative
2091,symptoms,लक्षण,negative
2092,syndrome,सिंड्रोम,negative
2093,tank,टैंक,negative
2094,tanks,टैंकों,negative
2095,tease,चिढ़ाओ,negative
2096,temper,गुस्सा,negative
2097,temptation,प्रलोभन,negative
2098,tenderness,मृदुता,negative
2099,tense,काल,negative
2100,tension,तनाव,negative
2101,terrible,भयानक,negative
2102,terror,आतंक,negative
2103,terrorism,आतंकवाद,negative
2104,thicker,मोटे,negative
2105,thirst,प्यास,negative
2106,threat,खतरा,negative
2107,threaten,धमकी,negative
2108,threatening,धमकानेवाला,negative
2109,threats,खतरों,negative
2110,threesome,त्रिगुट,negative
2111,throttle,थ्रॉटल,negative
2112,thumbs-down,thumbs-down,negative
2113,time-consuming,time-consuming,negative
2114,tin-y,tin-y,negative
2115,tired,थक,negative
2116,tiring,थका,negative
2117,toll,टोल,negative
2118,top-heavy,top-heavy,negative
2119,tormented,उन्हें,negative
2120,torrent,टोरेंट,negative
2121,torture,टार्चर,negative
2122,toughness,कठोरता,negative
2123,toxic,विषाक्त,negative
2124,tragic,दुखद,negative
2125,trap,जाल,negative
2126,trapped,फंस,negative
2127,trash,कचरा,negative
2128,traumatic,तंत्रीय,negative
2129,trick,उलझाए,negative
2130,tricky,खरीदना,negative
2131,trivial,खराब,negative
2132,trouble,मुसीबत,negative
2133,troubled,तंग,negative
2134,troubles,परेशानी,negative
2135,tumble,मशीन,negative
2136,tumbled,लो,negative
2137,turmoil,हंगामा,negative
2138,twist,मोड़,negative
2139,twisted,ट्विस्टेड,negative
2140,two-faced,दोहरा,negative
2141,tyranny,अत्याचार,negative
2142,ugh,ऊ,negative
2143,ugliest,बदसूरत,negative
2144,ugly,बदसूरत,negative
2145,ultimatum,अल्टीमेटम,negative
2146,un-viewable,un-viewable,negative
2147,unable,में,negative
2148,unavailable,अनुपलब्ध,negative
2149,unbelievable,अविश्वसनीय,negative
2150,uncomfortable,असहज,negative
2151,uncontrolled,अनियंत्रित,negative
2152,undecided,अनिश्चित,negative
2153,undefined,अपरिभाषित,negative
2154,underestimate,कम,negative
2155,undone,पूर्ववत,negative
2156,unethical,के,negative
2157,unexpected,अप्रत्याशित,negative
2158,unfavorable,प्रतिकूल,negative
2159,unforeseen,अप्रत्याशित,negative
2160,unfortunate,असहाय,negative
2161,unfortunately,दुर्भाग्य,negative
2162,unfounded,निराधार,negative
2163,unfriendly,प्रतिकूल,negative
2164,unhappy,नाखुश,negative
2165,unhealthy,अस्वास्थ्यकर,negative
2166,unknown,अज्ञात,negative
2167,unleash,से,negative
2168,unlicensed,लाइसेंसरहित,negative
2169,unlikely,संभावना,negative
2170,unlucky,अभागिन,negative
2171,unnecessary,अनावश्यक,negative
2172,unnoticed,छुप,negative
2173,unorthodox,अनआर्थोडॉक्स,negative
2174,unpleasant,अप्रिय,negative
2175,unpredictable,अप्रत्याशित,negative
2176,unreasonable,अकारण,negative
2177,unresolved,अनसुलझे,negative
2178,unrest,अशांति,negative
2179,unskilled,अकुशल,negative
2180,unstable,अस्थिर,negative
2181,unsuccessful,नाकामयाब,negative
2182,unsure,अनिश्चित,negative
2183,untimely,असामयिक,negative
2184,unusual,असामान्य,negative
2185,unusually,असाधारण,negative
2186,unwanted,गलती,negative
2187,unwell,बीमार,negative
2188,uprising,उठ,negative
2189,uproar,मचा,negative
2190,upset,परेशान,negative
2191,urgent,जरूरी,negative
2192,useless,आश्चर्यजनक,negative
2193,vain,व्यर्थ,negative
2194,vengeance,प्रतिशोध,negative
2195,vent,निकास,negative
2196,vibrating,हिल,negative
2197,vibration,स्पंदन,negative
2198,vice,वाइस,negative
2199,vicious,दुष्ट,negative
2200,violate,का,negative
2201,violation,उल्लंघन,negative
2202,violent,हिंसा,negative
2203,viper,वाइपर,negative
2204,virus,वायरस,negative
2205,volatile,वाष्पशील,negative
2206,volatility,अस्थिरता,negative
2207,vomiting,उल्टी,negative
2208,vulgar,अश्लील,negative
2209,warned,चेतावनी,negative
2210,warning,चेतावनी,negative
2211,warp,वार्प,negative
2212,washed-out,washed-out,negative
2213,waste,अपशिष्ट,negative
2214,wasted,निरर्थक,negative
2215,wasting,बर्बाद,negative
2216,weak,कमजोर,negative
2217,weakness,कमजोरी,negative
2218,weaknesses,कमजोरियां,negative
2219,wedge,वेज,negative
2220,weed,खरपतवार,negative
2221,weep,रोता,negative
2222,weird,अजीब,negative
2223,whimper,कारण,negative
2224,wicked,दुष्ट,negative
2225,wild,जंगली,negative
2226,woe,शर्म,negative
2227,worn,पहना,negative
2228,worried,चिंतित,negative
2229,worries,चिंता,negative
2230,worry,चिंता,negative
2231,worrying,चिंता,negative
2232,worse,बदतर,negative
2233,worst,सबसे,negative
2234,worthless,बेकार,negative
2235,wound,घाव,negative
2236,wounds,घाव,negative
2237,wrath,प्रकोप,negative
2238,wreck,रैल्फ,negative
2239,wrinkle,शिकन,negative
2240,wrinkles,झुर्रियों,negative
2241,wrong,गलत,negative
2242,wrongly,गलत,negative
2243,zap,ज़ैप,negative
2244,zombie,ज़ोंबी,negative
